Publisher,Time,Author,Title
Harmony,01/09/18,Daniel Chidiac,Who Says You Can't? You Do
Taylor Trade Publishing; Reissue edition,11/16/10,Thomas J. Stanley,The Millionaire Next Door: The Surprising Secrets of America's Wealthy
Jossey-Bass; 6 edition,,James M. Kouzes,The Leadership Challenge: How to Make Extraordinary Things Happen in Organizations (J-B Leadership Challenge: Kouzes/Posner)
W. W. Norton &amp; Company; 11 edition,01/04/16,Burton G. Malkiel,A Random Walk down Wall Street: The Time-tested Strategy for Successful Investing
St. Martin's Press,02/27/18,Paul Vigna,The Truth Machine: The Blockchain and the Future of Everything
Jossey-Bass; 1 edition,03/13/12,Patrick M. Lencioni,The Advantage: Why Organizational Health Trumps Everything Else In Business
Ballantine Books; Reprint edition,10/06/15,Donald J. Trump,Trump: The Art of the Deal
McGraw-Hill Education; 1 edition,03/11/04,Gary Keller,The Millionaire Real Estate Agent: It's Not About the Money...It's About Being the Best You Can Be!
Wiley; 1 edition,03/07/18,Marc Lichtenfeld,You Don't Have to Drive an Uber in Retirement: How to Maintain Your Lifestyle without Getting a Job or Cutting Corners
Thomas Nelson; Workbook ed. edition,01/19/04,Dave Ramsey,The Total Money Makeover Workbook
"Basic Books; Revised, Expanded edition",11/05/13,Don Norman,The Design of Everyday Things: Revised and Expanded Edition
Project Management Institute; 5 edition,,Project Management Institute,A Guide to the Project Management Body of Knowledge (PMBOK® Guide)Fifth Edition
Penguin Books; Revised &amp; Expanded edition,02/24/09,Richard H. Thaler,"Nudge: Improving Decisions About Health, Wealth, and Happiness"
Berrett-Koehler Publishers,03/06/18,Ken Blanchard,Servant Leadership in Action: How You Can Achieve Great Relationships and Results
BiggerPockets; 1 edition,10/28/15,Brandon Turner,The Book on Rental Property Investing: How to Create Wealth and Passive Income Through Intelligent Buy & Hold Real Estate Investing!
Currency; 1 edition,09/16/14,Peter Thiel,"Zero to One: Notes on Startups, or How to Build the Future"
Gallery Books,09/26/17,Jordan Belfort,"Way of the Wolf: Straight Line Selling: Master the Art of Persuasion, Influence, and Success"
William Morrow Paperbacks; 10th Anniversary ed. edition,01/27/15,Jack Canfield,The Success Principles(TM) - 10th Anniversary Edition: How to Get from Where You Are to Where You Want to Be
CreateSpace Independent Publishing Platform,06/25/15,Napoleon Hill,Think And Grow Rich
Jossey-Bass; 1 edition,04/26/16,Patrick M. Lencioni,The Ideal Team Player: How to Recognize and Cultivate The Three Essential Virtues
Crown Business; First Edition edition,02/21/06,Steven K. Scott,"The Richest Man Who Ever Lived: King Solomon's Secrets to Success, Wealth, and Happiness"
Artisan,10/04/16,Grace Bonney,"In the Company of Women: Inspiration and Advice from over 100 Makers, Artists, and Entrepreneurs"
Crown Business; 1st edition,02/16/10,Chip Heath,Switch: How to Change Things When Change Is Hard
Currency,03/06/18,Elena L. Botelho,The CEO Next Door: The 4 Behaviors That Transform Ordinary People into World-Class Leaders
"Portfolio; Reissue, Expanded edition",10/06/15,Bob Burg,"The Go-Giver, Expanded Edition: A Little Story About a Powerful Business Idea"
White Coat Investor LLC The; 1 edition,01/09/14,James M Dahle MD,The White Coat Investor: A Doctor's Guide To Personal Finance And Investing
IT Revolution Press,10/06/16,Gene Kim,"The DevOps Handbook: How to Create World-Class Agility, Reliability, and Security in Technology Organizations"
Wiley; 1 edition,,Jeb Blount,"Fanatical Prospecting: The Ultimate Guide to Opening Sales Conversations and Filling the Pipeline by Leveraging Social Selling, Telephone, Email, Text, and Cold Calling"
Network Marketing Pro Inc.; First Printing! edition,05/01/13,Eric Worre,Go Pro: 7 Steps to Becoming a Network Marketing Professional
Penguin Books; 1 edition,,Dave Ramsey,The Financial Peace Planner: A Step-by-Step Guide to Restoring Your Family's Financial Health
Back Bay Books,01/07/02,Malcolm Gladwell,The Tipping Point: How Little Things Can Make a Big Difference
HarperBusiness,03/04/14,Ben Horowitz,The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers
HarperBusiness,03/06/18,Elizabeth Willard Thames,Meet the Frugalwoods: Achieving Financial Independence Through Simple Living
"Gazelles, Inc.; 1st edition",10/21/14,Verne Harnish,Scaling Up: How a Few Companies Make It...and Why the Rest Don't (Rockefeller Habits 2.0)
Portfolio,02/06/18,Emily Chang,Brotopia: Breaking Up the Boys' Club of Silicon Valley
"Little, Brown and Company; 1 edition",02/20/18,Lauren Slater,Blue Dreams: The Science and the Story of the Drugs that Changed Our Minds
O'Reilly Media; 2 edition,,Andreas M. Antonopoulos,Mastering Bitcoin: Programming the Open Blockchain
For Dummies; 1 edition,,Stephen L. Nelson,QuickBooks 2018 For Dummies (For Dummies (Computer/Tech))
Penguin Books; 1 edition,06/24/14,Emily Oster,Expecting Better: Why the Conventional Pregnancy Wisdom Is Wrong--and What You Really Need to Know
Hachette Books,04/10/18,Sally Helgesen,"How Women Rise: Break the 12 Habits Holding You Back from Your Next Raise, Promotion, or Job"
Baker Books,01/02/18,Michael Hyatt,Your Best Year Ever: A 5-Step Plan for Achieving Your Most Important Goals
Sterling,01/05/16,Marni Jameson,"Downsizing The Family Home: What to Save, What to Let Go (Downsizing the Home)"
Grand Central Publishing; 10th Anniversary Revised &amp; Updated edition,10/09/12,D. Michael Abrashoff,"It's Your Ship: Management Techniques from the Best Damn Ship in the Navy, 10th Anniversary Edition"
Belknap Press: An Imprint of Harvard University Press; 1 edition,,Peter C. Brown,Make It Stick: The Science of Successful Learning
"HarperBusiness; Revised, Updated edition",05/16/17,Liz Wiseman,"Multipliers, Revised and Updated: How the Best Leaders Make Everyone Smarter"
Harvard Business Review Press; 1R edition,11/06/12,John P. Kotter,"Leading Change, With a New Preface by the Author"
Penguin Books; Reprint edition,02/07/17,Adam Grant,Originals: How Non-Conformists Move the World
Simon &amp; Schuster,03/08/16,Jake Knapp,Sprint: How to Solve Big Problems and Test New Ideas in Just Five Days
Thomas Nelson,02/06/18,Scott Hamilton,Finish First: Winning Changes Everything
Sterling; Workbook edition,01/02/18,Marni Jameson,"Downsizing the Family Home: A Workbook: What to Save, What to Let Go (Downsizing the Home)"
Knock Knock; Npd edition,05/01/13,Knock Knock,Knock Knock This Week Pad
PublicAffairs,02/20/18,Gregg Easterbrook,It's Better Than It Looks: Reasons for Optimism in an Age of Fear
Simon &amp; Schuster,02/13/18,Benn Steil,The Marshall Plan: Dawn of the Cold War
Plata Publishing; 2nd edition,08/16/11,Robert T. Kiyosaki,Rich Dad's CASHFLOW Quadrant: Rich Dad's Guide to Financial Freedom
New World Library / Amber-Allen Publishing,11/09/94,Deepak Chopra,The Seven Spiritual Laws of Success: A Practical Guide to the Fulfillment of Your Dreams
"Penguin Books; Anniversary, Updated edition",11/02/10,Douglas Stone,Difficult Conversations: How to Discuss What Matters Most
Hachette Books,09/26/17,W. Chan Kim,Blue Ocean Shift: Beyond Competing - Proven Steps to Inspire Confidence and Seize New Growth
Penguin Books; Reprint edition,10/29/13,Robert Greene,Mastery
Currency; 1 edition,09/14/10,Shawn Achor,The Happiness Advantage: The Seven Principles of Positive Psychology That Fuel Success and Performance at Work
Back Bay Books; Reprint edition,04/07/15,Malcolm Gladwell,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants"
Berkley; Revised edition,01/01/02,George S. Clason,The Richest Man in Babylon
McGraw-Hill Education; 4 edition,05/18/09,William J. O'Neil,"How to Make Money in Stocks:  A Winning System in Good Times and Bad, Fourth Edition"
Simon &amp; Schuster; 9 edition,11/10/15,Donald S. Passman,All You Need to Know About the Music Business: Ninth Edition
Ramsey Press; 1 edition,03/03/15,Dave Ramsey,Dave Ramsey's Complete Guide To Money
CreateSpace Independent Publishing Platform; 2nd edition edition,11/25/16,Sarah Harnisch,Gameplan: The Complete Strategy Guide to go from Starter Kit to Silver
Berrett-Koehler Publishers; 3 edition,04/17/17,Brian Tracy,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time
Sourcebooks; Reprint edition,03/06/18,Kate Moore,The Radium Girls: The Dark Story of America's Shining Women
"Harper Studio; First Edition, 1st Printing edition",10/13/09,Gary Vaynerchuk,Crush It!: Why NOW Is the Time to Cash In on Your Passion
Penguin Books; Reprint edition,03/25/14,Adam Grant,Give and Take: Why Helping Others Drives Our Success
William Morrow Paperbacks; Original edition,08/25/09,Steven D. Levitt,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything
Ramsey Press; 1st edition,01/12/16,Chris Hogan,"Retire Inspired: It's Not an Age, It's a Financial Number"
Ramsey Press,04/17/17,Christy Wright,Business Boutique: A Woman's Guide for Making Money Doing What She Loves
Workman Publishing; 1 edition,02/28/12,Austin Kleon,Steal Like an Artist: 10 Things Nobody Told You About Being Creative
Simon &amp; Schuster; Updated edition,03/29/16,Tony Robbins,MONEY Master the Game: 7 Simple Steps to Financial Freedom
Portfolio; 1 edition,06/14/16,Ryan Holiday,Ego Is the Enemy
Penguin Books,,Paul Hawken,Drawdown: The Most Comprehensive Plan Ever Proposed to Reverse Global Warming
Wiley; 9 edition,09/13/11,The Culinary Institute of America (CIA),The Professional Chef
Diversion Books,03/06/18,Bryan Hoch,The Baby Bombers: The Inside Story of the Next Yankees Dynasty
"Harper Perennial; Anniversary, Reprint edition",05/09/06,William Zinsser,On Writing Well: The Classic Guide to Writing Nonfiction
HarperCollins Leadership; Special ed. edition,01/16/18,John C. Maxwell,Developing the Leader Within You 2.0
McGraw-Hill Education; 1st edition,10/10/03,Leil Lowndes,How to Talk to Anyone: 92 Little Tricks for Big Success in Relationships
Burgee Press; 9 edition,04/26/16,Marc P Cosentino,Case in Point 9: Complete Case Interview Preparation
Portfolio; 1 edition,05/16/13,L. David Marquet,Turn the Ship Around!: A True Story of Turning Followers into Leaders
HarperBusiness; roughcut edition,02/15/05,T. Harv Eker,Secrets of the Millionaire Mind: Mastering the Inner Game of Wealth
Wiley; 1 edition,04/24/17,Jon Gordon,The Power of Positive Leadership: How and Why Positive Leaders Transform Teams and Organizations and Change the World
Wiley; 1 edition,05/20/13,Brian P. Moran,The 12 Week Year: Get More Done in 12 Weeks than Others Do in 12 Months
Mango; Workbook edition,01/02/18,Cassandra Aarssen,Cluttered Mess to Organized Success Workbook: Declutter and Organize your Home and Life with over 100 Checklists and Worksheets (Plus Free Full Downloads)
Currency,01/30/18,Shawn Achor,"Big Potential: How Transforming the Pursuit of Success Raises Our Achievement, Happiness, and Well-Being"
Portfolio; 1 edition,11/04/14,Nir Eyal,Hooked: How to Build Habit-Forming Products
Holt Paperbacks; Reprint edition,01/02/18,Chelsea Fagan,The Financial Diet: A Total Beginner's Guide to Getting Good with Money
Hachette Books; Revised ed. edition,01/09/07,Marshall Goldsmith,What Got You Here Won't Get You There: How Successful People Become Even More Successful
Wiley; 1 edition,10/20/14,Alexander Osterwalder,Value Proposition Design: How to Create Products and Services Customers Want (Strategyzer)
Flatiron Books,04/03/18,Hans Rosling,Factfulness: Ten Reasons We're Wrong About the World--and Why Things Are Better Than You Think
CreateSpace Independent Publishing Platform; 1 edition,06/18/16,J L Collins,"The Simple Path to Wealth: Your road map to financial independence and a rich, free life"
Dey Street Books,05/09/17,Seth Stephens-Davidowitz,"Everybody Lies: Big Data, New Data, and What the Internet Can Tell Us About Who We Really Are"
Portfolio; Gjr edition,11/14/17,Ryan Holiday,The Daily Stoic Journal: 366 Days of Writing and Reflection on the Art of Living
Random House Trade Paperbacks; 2 edition,05/11/10,Nassim Nicholas Taleb,"The Black Swan: Second Edition: The Impact of the Highly Improbable: With a new section: ""On Robustness and Fragility"" (Incerto)"
Wiley; 3 edition,12/12/16,Brad Feld,Venture Deals: Be Smarter Than Your Lawyer and Venture Capitalist
Center Street; 1 edition,06/01/09,John C. Maxwell,"How Successful People Think: Change Your Thinking, Change Your Life"
Currency; 1st edition,09/30/14,Jeff Sutherland,Scrum: The Art of Doing Twice the Work in Half the Time
Lulu.com,02/28/18,Robert Wenzel,Foundations of Private Property Society Theory: Anarchism for the Civilized Person
HarperBusiness,09/26/17,Satya Nadella,Hit Refresh: The Quest to Rediscover Microsoft's Soul and Imagine a Better Future for Everyone
Harper Perennial; Reprint edition,01/29/08,Danny Meyer,Setting the Table: The Transforming Power of Hospitality in Business
Wiley; 2 edition,12/04/17,Marty Cagan,INSPIRED: How to Create Tech Products Customers Love
TCKPublishing.com,03/28/16,Kevin Horsley,"Unlimited Memory: How to Use Advanced Learning Strategies to Learn Faster, Remember More and be More Productive"
Princeton University Press,02/06/18,Jerry Z. Muller,The Tyranny of Metrics
Bard Press; 1st edition,09/25/04,Jeffrey Gitomer,Little Red Book of Selling: 12.5 Principles of Sales Greatness
Picador; Reprint edition,10/24/17,Thomas L. Friedman,"Thank You for Being Late: An Optimist's Guide to Thriving in the Age of Accelerations (Version 2.0, With a New Afterword)"
Center Street; Reprint edition,09/03/13,John C. Maxwell,The 5 Levels of Leadership: Proven Steps to Maximize Your Potential
O'Reilly Media; 1 edition,,Foster Provost,Data Science for Business: What You Need to Know about Data Mining and Data-Analytic Thinking
Bantam; 1 edition,04/28/09,Daniel Coyle,The Talent Code: Greatness Isn't Born. It's Grown. Here's How.
William Morrow; 1 edition,05/19/93,Ken Blanchard,Raving Fans: A Revolutionary Approach To Customer Service
Morgan James Publishing,06/06/17,Russell Brunson,"Expert Secrets: The Underground Playbook for Finding Your Message, Building a Tribe, and Changing the World"
Bantam; 54th printing edition,01/01/83,Og Mandino,The Greatest Salesman in the World
Gallup Press; Har/Psc edition,05/03/16,Marcus Buckingham,"First, Break All The Rules: What the World's Greatest Managers Do Differently"
St. Martin's Griffin; Reprint edition,03/10/15,Carmine Gallo,Talk Like TED: The 9 Public-Speaking Secrets of the World's Top Minds
CareerCup; 1st edition,12/02/13,Gayle Laakmann McDowell,Cracking the PM Interview: How to Land a Product Manager Job in Technology
Crown Business,09/19/17,Chris Guillebeau,Side Hustle: From Idea to Income in 27 Days
Broadway Books; Reprint edition,09/05/17,Cathy O'Neil,Weapons of Math Destruction: How Big Data Increases Inequality and Threatens Democracy
Picador; Reprint edition,,Brian Christian,Algorithms to Live By: The Computer Science of Human Decisions
Wiley; 2 edition,08/18/14,Taylor Larimore,The Bogleheads' Guide to Investing
Simon &amp; Schuster; 1 edition,10/24/11,Walter Isaacson,Steve Jobs
American Media; 5th edition,09/11/10,G. Edward Griffin,The Creature from Jekyll Island: A Second Look at the Federal Reserve
Harvard Business Review Press; Reprint edition,01/05/16,Clayton M. Christensen,The Innovator's Dilemma: When New Technologies Cause Great Firms to Fail (Management of Innovation and Change)
Wiley; 1 edition,03/12/18,Tim Irwin,Extraordinary Influence: How Great Leaders Bring Out the Best in Others
Ten Speed Press,10/17/17,Jim Meehan,Meehan's Bartender Manual
Simon &amp; Schuster; Reprint edition,05/03/16,Jonah Berger,Contagious: Why Things Catch On
Morgan James Publishing,04/28/15,Russell Brunson,DotCom Secrets: The Underground Playbook for Growing Your Company Online
McGraw-Hill Education; 11 edition,,G. Tomas M. Hult,International Business: Competing in the Global Marketplace
Center Street; Reprint edition,09/02/14,John C. Maxwell,The 15 Invaluable Laws of Growth: Live Them and Reach Your Potential
Vintage,02/24/98,Katharine Graham,Personal History
Three Rivers Press; 4 edition,02/13/18,Ilyce R. Glink,"100 Questions Every First-Time Home Buyer Should Ask, Fourth Edition: With Answers from Top Brokers from Around the Country"
SuperCollege; Tenth Edition edition,06/13/17,Gen Tanabe,"The Ultimate Scholarship Book 2018: Billions of Dollars in Scholarships, Grants and Prizes"
William Morrow,03/27/18,Danielle Town,"Invested: How Warren Buffett and Charlie Munger Taught Me to Master My Mind, My Emotions, and My Money (with a Little Help from My Dad)"
Ballantine Books; 1 edition,09/30/08,Geoff Smart,Who
HarperBusiness; Revised edition,01/03/06,Peter F. Drucker,The Effective Executive: The Definitive Guide to Getting the Right Things Done (Harperbusiness Essentials)
Zondervan,03/13/18,Dave Ferguson,Hero Maker: Five Essential Practices for Leaders to Multiply Leaders (Exponential Series)
W. W. Norton &amp; Company; 1 edition,06/14/16,Richard H. Thaler,Misbehaving: The Making of Behavioral Economics
Penguin Books; Reprint edition,03/31/15,Douglas Stone,Thanks for the Feedback: The Science and Art of Receiving Feedback Well
TarcherPerigee; 1 edition,09/09/04,John G. Miller,QBQ! The Question Behind the Question: Practicing Personal Accountability at Work and in Life
Portfolio,10/31/17,Scott Adams,Win Bigly: Persuasion in a World Where Facts Don't Matter
New York Institute of Finance; SUB UPD EX edition,01/01/99,John J. Murphy,Technical Analysis of the Financial Markets: A Comprehensive Guide to Trading Methods and Applications (New York Institute of Finance)
Workman Publishing Company; 1 edition,03/23/09,Ramit Sethi,I Will Teach You To Be Rich
Penguin Press,04/03/18,John Lewis Gaddis,On Grand Strategy
Touchstone; Reprint edition,09/19/17,Patrice Banks,Girls Auto Clinic Glove Box Guide
Eamon Dolan/Houghton Mifflin Harcourt,03/06/18,Ben Fritz,The Big Picture: The Fight for the Future of Movies
CreateSpace Independent Publishing Platform; Anniversary edition,01/10/18,Andy Landis,"Social Security: The Inside Story, 2018 Silver Anniversary Edition"
Pearson; 15 edition,,Philip T. Kotler,Marketing Management (15th Edition)
Manjul Publishing House Pvt Ltd; 33945th edition,02/22/12,Robert T. Kiyosaki,The Business of the 21st Century
For Dummies; 1 edition,,Kenneth Boyd,Accounting All-in-One For Dummies (For Dummies Series)
For Dummies; 3 edition,10/16/17,Patricia Barry,Medicare For Dummies (For Dummies (Business & Personal Finance))
Back Bay Books; Reprint edition,08/12/14,Brad Stone,The Everything Store: Jeff Bezos and the Age of Amazon
Berkley,02/01/63,Ken Kesey,One Flew Over the Cuckoo's Nest
Zondervan,08/22/17,Clay Scroggins,How to Lead When You're Not in Charge: Leveraging Influence When You Lack Authority
Random House Trade Paperbacks; Reprint edition,03/07/17,Charles Duhigg,Smarter Faster Better: The Transformative Power of Real Productivity
Wiley; 1 edition,02/06/18,Sven Smit,"Strategy Beyond the Hockey Stick: People, Probabilities, and Big Moves to Beat the Odds"
NOLO; 7 edition,,Melanie Cullen,Get It Together: Organize Your Records So Your Family Won't Have To
Hachette Books; 1 edition,01/02/96,Richard Carlson,Don't Sweat the Small Stuff . . . and It's All Small Stuff: Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series)
Riverhead Books; Reprint edition,12/03/13,Daniel H. Pink,To Sell Is Human: The Surprising Truth About Moving Others
Constable &amp; Robinson,12/17/13,James Kerr,Legacy
"BiggerPockets Publishing, LLC; 1 edition",03/22/13,Mr. J Scott,"The Book on Flipping Houses: How to Buy, Rehab, and Resell Residential Properties (BiggerPockets Presents...)"
Sterling; Reprint edition,10/02/12,Napoleon Hill,Outwitting the Devil: The Secret to Freedom and Success
McGraw-Hill; 1st edition,,Neil Rackham,SPIN Selling
"Thomas Nelson Inc; Revised, Updated, Anniversary edition",09/18/07,John C. Maxwell,The 21 Irrefutable Laws of Leadership Workbook: Follow Them and People Will Follow You
Peter Pauper Press; Csm Spi edition,01/20/17,Kimberly Palmer,Your Balanced Budget (Monthly Planner)
Random House; First Edition edition,09/05/17,Kurt Andersen,Fantasyland: How America Went Haywire: A 500-Year History
Avery,09/06/16,Susan David,"Emotional Agility: Get Unstuck, Embrace Change, and Thrive in Work and Life"
International Publishers Co; New edition edition,02/07/14,Karl Marx,The Communist Manifesto
McGraw-Hill Education; 3 edition,11/18/15,Frank Gallinelli,"What Every Real Estate Investor Needs to Know About Cash Flow... And 36 Other Key Financial Measures, Updated Edition"
Post Hill Press,02/13/18,David L. Bahnsen,Crisis of Responsibility: Our Cultural Addiction to Blame and How You Can Cure It
"Simon &amp; Schuster; Revised, Updated ed. edition",05/03/16,Laurence J. Kotlikoff,Get What's Yours - Revised & Updated: The Secrets to Maxing Out Your Social Security (The Get What's Yours Series)
Da Capo Press; English NonFiction Hardcover Book edition,04/28/15,Ann Dunwoody,A Higher Standard: Leadership Strategies from America's First Female Four-Star General
South-Western College Pub; 15 edition,,Eugene F. Brigham,Financial Management: Theory & Practice
"Currency; Expanded, Updated edition",12/27/16,David Bach,"The Automatic Millionaire, Expanded and Updated: A Powerful One-Step Plan to Live and Finish Rich"
Random House Trade Paperbacks; Box edition,11/15/16,Nassim Nicholas Taleb,"Incerto: Fooled by Randomness, The Black Swan, The Bed of Procrustes, Antifragile"
HarperBusiness; 1 edition,04/15/14,Katty Kay,The Confidence Code: The Science and Art of Self-Assurance---What Women Should Know
Simon &amp; Schuster; 2nd edition,04/03/00,Peter Lynch,One Up On Wall Street: How To Use What You Already Know To Make Money In The Market
LOMINGER INTERNATIONAL; 5th edition,,Michael M. Lombardo,"FYI: For Your Improvement - For Learners, Managers, Mentors, and Feedback Givers"
"BiggerPockets Publishing, LLC; 1 edition",03/22/13,Mr. J Scott,"The Book on Estimating Rehab Costs: The Investor's Guide to Defining Your Renovation Plan, Building Your Budget, and Knowing Exactly How Much It All Costs (BiggerPockets Presents...)"
Currency; Reprint edition,04/18/17,Daymond John,"The Power of Broke: How Empty Pockets, a Tight Budget, and a Hunger for Success Can Become Your Greatest Competitive Advantage"
Visions International Publishing; 13426th edition,09/01/09,Ernie J. Zelinski,"How to Retire Happy, Wild, and Free: Retirement Wisdom That You Won't Get from Your Financial Advisor"
AMACOM; 6 edition,01/03/12,Loren B. Belker,The First-Time Manager
BenBella Books; Reprint edition,04/05/16,Michael J. Maher,7L: The Seven Levels of Communication: Go From Relationships to Referrals
Howard Books,09/20/11,Dave Ramsey,EntreLeadership: 20 Years of Practical Business Wisdom from the Trenches
PublicAffairs,02/13/18,Melissa A Schilling,"Quirky: The Remarkable Story of the Traits, Foibles, and Genius of Breakthrough Innovators Who Changed the World"
Mariner Books; Reprint edition,03/19/13,Enrico Moretti,The New Geography of Jobs
Apress; 1st ed. edition,,Daniel Drescher,Blockchain Basics: A Non-Technical Introduction in 25 Steps
BenBella Books,09/05/17,Gino Wickman,What the Heck Is EOS?: A Complete Guide for Employees in Companies Running on EOS
HarperBusiness; 3 edition,01/28/14,Geoffrey A. Moore,"Crossing the Chasm, 3rd Edition: Marketing and Selling Disruptive Products to Mainstream Customers (Collins Business Essentials)"
BiggerPockets; 1 edition,10/28/15,Brandon Turner,"The Book on Managing Rental Properties: A Proven System for Finding, Screening, and Managing Tenants with Fewer Headaches and Maximum Profits"
Henry Holt and Co.,01/09/18,Mike Lewis,When to Jump: If the Job You Have Isn't the Life You Want
William Morrow,01/30/18,Joanne Lipman,That's What She Said: What Men Need to Know (and Women Need to Tell Them) About Working Together
William Morrow Paperbacks; Reprint edition,03/07/17,Amy Morin,"13 Things Mentally Strong People Don't Do: Take Back Your Power, Embrace Change, Face Your Fears, and Train Your Brain for Happiness and Success"
Harper Business,05/15/12,Clayton M. Christensen,How Will You Measure Your Life?
Ramsey Press; 1st edition,09/14/16,Rachel Cruze,Love Your Life Not Theirs: 7 Money Habits for Living the Life You Want
HarperBusiness; 1 edition,10/11/11,Jim Collins,"Great by Choice: Uncertainty, Chaos, and Luck--Why Some Thrive Despite Them All"
Twelve; 1 edition,04/07/15,Laszlo Bock,Work Rules!: Insights from Inside Google That Will Transform How You Live and Lead
Wiley; 1 edition,,Sandra M. Reed,A Guide to the Human Resource Body of Knowledge (HRBoK)
Business Plus; Revised ed. edition,02/18/14,Lois P. Frankel,Nice Girls Don't Get the Corner Office: Unconscious Mistakes Women Make That Sabotage Their Careers (A NICE GIRLS Book)
BiggerPockets; 1 edition,08/13/14,Brandon Turner,The Book on Investing in Real Estate with No (and Low) Money Down: Real Life Strategies for Investing in Real Estate Using Other People's Money
Portfolio; Reprint edition,08/28/12,Josh Kaufman,The Personal MBA: Master the Art of Business
St. Martin's Press; First Edition edition,10/20/15,Jocko Willink,Extreme Ownership: How U.S. Navy SEALs Lead and Win
Harvard Business Review Press; 1 edition,05/05/15,Harvard Business Review,"HBR's 10 Must Reads on Emotional Intelligence (with featured article ""What Makes a Leader?"" by Daniel Goleman)(HBR's 10 Must Reads)"
For Dummies; 2 edition,04/18/16,Peter Leeds,Penny Stocks For Dummies
Penguin Books; Reprint edition,12/14/07,Robert Greene,The 33 Strategies of War (Joost Elffers Books)
Greenleaf Book Group Press; email download mp3 only edition,03/01/12,Grant Cardone,Sell or Be Sold: How to Get Your Way in Business and in Life
The Cunningham Group &amp; Carolina Academic Press; Fourth edition,,Lawrence A. Cunningham,"The Essays of Warren Buffett: Lessons for Corporate America, Fourth Edition"
Wiley; 16 edition,,Donald E. Kieso,Intermediate Accounting
CreateSpace Independent Publishing Platform; 1st edition,11/28/16,Sarah Harnisch,Gameplan Workbook
Basic Books; 5 edition,,Thomas Sowell,Basic Economics
Wiley; 2 edition,05/28/13,Joshua Rosenbaum,"Investment Banking: Valuation, Leveraged Buyouts, and Mergers and Acquisitions"
Wiley; 1 edition,08/21/12,Jon Gordon,The Energy Bus for Kids: A Story about Staying Positive and Overcoming Challenges
Microsoft Press; 5 edition,,Wayne Winston,Microsoft Excel Data Analysis and Business Modeling (5th Edition)
Wiley; 1 edition,03/20/18,Bruce D Schneider,Uncovering the Life of Your Dreams: An Enlightening Story
Currency; 1 edition,05/08/12,Chris Guillebeau,"The $100 Startup: Reinvent the Way You Make a Living, Do What You Love, and Create a New Future"
Portfolio,10/11/16,Grant Cardone,Be Obsessed or Be Average
Nicholas Brealey; 3 edition,09/16/11,Henry Kimsey-House,"Co-Active Coaching: Changing Business, Transforming Lives"
Charmed Life Publishing; Volume 1 edition,11/21/12,Morgana Rae,Financial Alchemy: Twelve Months of Magic and Manifestation (Volume 1)
McGraw-Hill Education; 2 edition,05/14/13,Joseph Grenny,"Influencer: The New Science of Leading Change, Second Edition"
Thomas Nelson; Workbook edition,01/02/18,Dave Ramsey,The Total Money Makeover Workbook: Classic Edition: The Essential Companion for Applying the Book’s Principles
Viperion Publishing Corporation; 1st edition,01/04/11,MJ DeMarco,The Millionaire Fastlane: Crack the Code to Wealth and Live Rich for a Lifetime.
Prentice Hall Press; Later Printing Used edition,01/01/01,Mark Douglas,"Trading in the Zone: Master the Market with Confidence, Discipline and a Winning Attitude"
Portfolio,01/09/18,Jeff Haden,The Motivation Myth: How High Achievers Really Set Themselves Up to Win
Graphics Pr; 2nd edition,,Edward R. Tufte,The Visual Display of Quantitative Information
Harmony; Reprint edition,03/17/15,Arianna Huffington,"Thrive: The Third Metric to Redefining Success and Creating a Life of Well-Being, Wisdom, and Wonder"
Doubleday; Revised &amp; Updated edition,03/21/06,Peter M. Senge,The Fifth Discipline: The Art & Practice of The Learning Organization
Bloomsbury Academic; 30th Anniversary edition,,Paulo Freire,"Pedagogy of the Oppressed, 30th Anniversary Edition"
McGraw-Hill Education; 1 edition,01/07/04,Jeffrey K. Liker,The Toyota Way: 14 Management Principles from the World's Greatest Manufacturer
Merkle Bloom LLC; 1 edition,09/05/16,Andreas M. Antonopoulos,The Internet of Money
Mariner Books; 2nd Updated ed. edition,04/26/16,Andrew Tobias,The Only Investment Guide You'll Ever Need
Penguin Books; Updated edition,09/06/16,Yvon Chouinard,Let My People Go Surfing: The Education of a Reluctant Businessman--Including 10 More Years of Business Unusual
Prentice Hall Press; 2 edition,,Steve Nison,"Japanese Candlestick Charting Techniques, Second Edition"
CreateSpace Independent Publishing Platform,01/20/16,Kevin Ward,The Book of YES: The Ultimate Real Estate Agent Conversation Guide
"Hay House, Inc.",01/16/18,Cait Flanders,"The Year of Less: How I Stopped Shopping, Gave Away My Belongings, and Discovered Life Is Worth More Than Anything You Can Buy in a Store"
Harvard Business Review Press; 1 edition,08/06/13,Daniel Goleman,"Primal Leadership, With a New Preface by the Authors: Unleashing the Power of Emotional Intelligence"
Grand Central Publishing,09/18/12,Cal Newport,So Good They Can't Ignore You: Why Skills Trump Passion in the Quest for Work You Love
Harvard Business Review Press; Box edition,,Harvard Business Review,HBR's 10 Must Reads Boxed Set (6 Books) (HBR's 10 Must Reads)
