Publisher,Time,Author,Title
Scribner; Reprint edition,08/09/11,Siddhartha Mukherjee,The Emperor of All Maladies: A Biography of Cancer
Penguin Press,04/03/18,John Lewis Gaddis,On Grand Strategy
The Crossroad Publishing Company; 2011 Printing edition,09/01/01,Richard Rohr,The Enneagram: A Christian Perspective
Vintage; Reprint edition,03/07/17,Peter Frankopan,The Silk Roads: A New History of the World
Hachette Books,02/27/18,Amy Bass,"One Goal: A Coach, a Team, and the Game That Brought a Divided Town Together"
Vintage,02/24/98,Katharine Graham,Personal History
Algonquin Books; 1st edition,03/19/13,Amy Stewart,The Drunken Botanist
Black Irish Entertainment LLC,06/13/14,Patrick Van Horne,Left of Bang: How the Marine Corps' Combat Hunter Program Can Save Your Life
Liveright; 1 edition,,Mary Beard,Women & Power: A Manifesto
Bloomsbury Publishing,03/27/18,Amy Siskind,The List: A Week-by-Week Reckoning of Trump’s First Year
FaithWords,01/02/18,Troy Anderson,"Trumpocalypse: The End-Times President, a Battle Against the Globalist Elite, and the Countdown to Armageddon (Babylon Code)"
Center Street; 2nd edition,12/05/17,David N. Bossie,Let Trump Be Trump: The Inside Story of His Rise to the Presidency
Random House; First Edition edition,09/05/17,Kurt Andersen,Fantasyland: How America Went Haywire: A 500-Year History
Beacon Press; Reprint edition,08/11/15,Roxanne Dunbar-Ortiz,An Indigenous Peoples' History of the United States (ReVisioning American History)
Dey Street Books; First Ed edition,09/12/17,Katy Tur,Unbelievable: My Front-Row Seat to the Craziest Campaign in American History
Liveright; 1 edition,09/06/16,Mary Beard,SPQR: A History of Ancient Rome
Penguin Workshop; Original edition,07/07/11,Janet B. Pascal,Who Was Dr. Seuss?
Scribner; First Edition edition,04/25/17,Robert O'Neill,The Operator: Firing the Shots that Killed Osama bin Laden and My Years as a SEAL Team Warrior
Knopf,,Charles C. Mann,The Wizard and the Prophet: Two Remarkable Scientists and Their Dueling Visions to Shape Tomorrow's World
Vintage Books; Reprint edition,06/28/99,John Berendt,Midnight in the Garden of Good and Evil: A Savannah Story
St. Martin's Press; 1st edition,10/15/13,Brandon Stanton,Humans of New York
W. W. Norton &amp; Company; 5 edition,,Eric Foner,Give Me Liberty!: An American History (Seagull Fifth Edition)  (Vol. 2)
Scribner; Reprint edition,10/11/16,Tim Marshall,Prisoners of Geography: Ten Maps That Explain Everything About the World
"Scientific American / Farrar, Straus and Giroux; 1 edition",10/17/17,Lindsey Fitzharris,The Butchering Art: Joseph Lister's Quest to Transform the Grisly World of Victorian Medicine
Liveright; 1 edition,02/13/18,Ulrich Raulff,Farewell to the Horse: A Cultural History
Princeton Review; 16 edition,,Princeton Review,"Cracking the SAT Subject Test in Biology E/M, 16th Edition: Everything You Need to Help Score a Perfect 800 (College Test Preparation)"
Presidio Press; 1st edition,05/01/07,E. B. Sledge,With the Old Breed: At Peleliu and Okinawa
Portfolio,03/06/18,Claire L. Evans,Broad Band: The Untold Story of the Women Who Made the Internet
Bloomsbury USA,12/05/17,Daniel Ellsberg,The Doomsday Machine: Confessions of a Nuclear War Planner
Bloomsbury Continuum,06/20/17,Douglas Murray,"The Strange Death of Europe: Immigration, Identity, Islam"
DK Eyewitness Travel; Fol Lam Pa edition,11/21/17,DK Travel,DK Eyewitness Travel Guide London
Basic Books; First Edition edition,10/17/17,Victor Davis Hanson,The Second World Wars: How the First Global Conflict Was Fought and Won
Crown; 1st edition,05/01/12,Erik Larson,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin"
Bantam; Reprint edition,11/05/13,William Manchester,"The Last Lion: Winston Spencer Churchill: Defender of the Realm, 1940-1965"
Random House Trade Paperbacks; Reprint edition,10/03/17,Julia Baird,Victoria: The Queen: An Intimate Biography of the Woman Who Ruled an Empire
Yale University Press; (3rd) edition,09/01/01,John Lukacs,Five Days in London: May 1940
Workman Publishing Company; 1 edition,10/17/17,Lydia Kang,Quackery: A Brief History of the Worst Ways to Cure Everything
St. Martin's Press,02/20/18,Susan Ronald,"A Dangerous Woman: American Beauty, Noted Philanthropist, Nazi Collaborator--The Life of Florence Gould"
Steerforth; Updated edition,06/29/16,Charles Brandt,"""I Heard You Paint Houses"", Updated Edition: Frank ""The Irishman"" Sheeran & Closing the Case on Jimmy Hoffa"
Princeton University Press,01/24/17,Walter Scheidel,The Great Leveler: Violence and the History of Inequality from the Stone Age to the Twenty-First Century (The Princeton Economic History of the Western World)
Broadway Books; 1st edition,10/10/06,Candice Millard,The River of Doubt: Theodore Roosevelt's Darkest Journey
Atlantic Monthly Press; First Edition edition,06/06/17,Mark Bowden,Hue 1968: A Turning Point of the American War in Vietnam
"National Center for Constitutional Studies; Second Edition, 2015 Printing edition",01/01/05,Delegates of the Constitutional Convention,The Constitution of the United States
Vintage Books; 1st edition,10/10/06,Charles C. Mann,1491: New Revelations of the Americas Before Columbus
Vintage; 2nd edition,05/12/98,Hunter S. Thompson,Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream
HarperOne; 1st edition,05/26/09,James M. Robinson,The Nag Hammadi Scriptures: The Revised and Updated Translation of Sacred Gnostic Texts Complete in One Volume
Penguin Books; Reprint edition,12/14/07,Robert Greene,The 33 Strategies of War (Joost Elffers Books)
Simon &amp; Schuster,10/15/78,David McCullough,"The Path Between the Seas: The Creation of the Panama Canal, 1870-1914"
Houghton Mifflin Harcourt; 1 edition,,A. J. Baime,The Accidental President: Harry S. Truman and the Four Months That Changed the World
Amistad,01/30/18,Shomari Wills,Black Fortunes: The Story of the First Six African Americans Who Escaped Slavery and Became Millionaires
The MIT Press,05/12/17,Vaclav Smil,Energy and Civilization: A History (MIT Press)
Simon &amp; Schuster,03/20/18,William I Hitchcock,The Age of Eisenhower: America and the World in the 1950s
Harper,12/05/17,Paul Kix,The Saboteur: The Aristocrat Who Became France's Most Daring Anti-Nazi Commando
Riverhead Books; First Edition edition,10/03/17,Masha Gessen,The Future Is History: How Totalitarianism Reclaimed Russia
Sentinel; Reprint edition,10/18/16,Brian Kilmeade,George Washington's Secret Six: The Spy Ring That Saved the American Revolution
Prentice Hall Press; 2 edition,,Steve Nison,"Japanese Candlestick Charting Techniques, Second Edition"
"DK Eyewitness Travel; Reprint, Revised edition",11/21/17,DK Travel,DK Eyewitness Travel Guide Paris
W. W. Norton &amp; Company; 5 edition,,Eric Foner,Give Me Liberty!: An American History (Seagull Fifth Edition)  (Vol. 1)
Simon &amp; Schuster; Reprint edition,01/02/18,Amy Goldstein,Janesville: An American Story
Viking,09/19/17,Dan Jones,The Templars: The Rise and Spectacular Fall of God's Holy Warriors
The Well-Trained Mind Press; 2 edition,04/17/06,Susan Wise Bauer,"The Story of the World: History for the Classical Child: Volume 1: Ancient Times: From the Earliest Nomads to the Last Roman Emperor, Revised Edition"
Spiegel &amp; Grau; Reprint edition,,Barbara Demick,Nothing to Envy: Ordinary Lives in North Korea
W. W. Norton &amp; Company; 1 edition,01/02/18,Alexander Langlands,Cræft: An Inquiry Into the Origins and True Meaning of Traditional Crafts
Penguin Press,10/31/17,Stephen Kotkin,"Stalin: Waiting for Hitler, 1929-1941"
Zondervan; Updated edition,02/20/18,William C. Martin,A Prophet with Honor: The Billy Graham Story
"Farrar, Straus and Giroux; Reissue edition",10/28/08,Joan Didion,Slouching Towards Bethlehem: Essays (FSG Classics)
HarperOne; 1St Edition edition edition,05/26/09,Dietrich Bonhoeffer,Life Together: The Classic Exploration of Christian in Community
Princeton Review,08/01/17,Princeton Review,"Cracking the AP U.S. History Exam, 2018 Edition: Proven Techniques to Help You Score a 5 (College Test Preparation)"
"Little, Brown and Company; Limited edition",11/07/17,Pete Souza,"Obama: An Intimate Portrait, Deluxe Limited Edition"
Dial Books,09/06/16,Brad Meltzer,I am George Washington (Ordinary People Change the World)
Dey Street Books,01/23/18,William C. Rempel,The Gambler: How Penniless Dropout Kirk Kerkorian Became the Greatest Deal Maker in Capitalist History
Alfred A. Knopf; 1st edition,09/08/09,Dayton Duncan,The National Parks: America's Best Idea
Bloomsbury USA; Reprint edition,09/05/17,Carol Anderson,White Rage: The Unspoken Truth of Our Racial Divide
Scribner,05/10/11,S. C. Gwynne,"Empire of the Summer Moon: Quanah Parker and the Rise and Fall of the Comanches, the Most Powerful Indian Tribe in American History"
Vintage; Media Tie In edition,02/07/17,James Baldwin,I Am Not Your Negro
Research &amp; Education Association; 4 edition,,Larry Krieger,"AP® U.S. History Crash Course, 4th Ed.,  Book + Online (Advanced Placement (AP) Crash Course)"
Crown Archetype,10/17/17,Robert Lacey,"The Crown: The Official Companion, Volume 1: Elizabeth II, Winston Churchill, and the Making of a Young Queen (1947-1955)"
Crown Forum,04/24/18,Jonah Goldberg,"Suicide of the West: How the Rebirth of Tribalism, Populism, Nationalism, and Identity Politics is Destroying American Democracy"
Three Rivers Press; Reissue edition,04/02/96,Graham Hancock,Fingerprints of the Gods
Dover Publications,07/23/14,Alexander Hamilton,The Federalist Papers (Dover Thrift Editions)
Atheneum/Richard Jackson Books; First Edition edition,09/03/13,Brian Floca,Locomotive (Caldecott Medal Book)
Simon &amp; Schuster; 1st edition,,David McCullough,1776
Penguin Press,11/07/17,Lawrence O'Donnell,Playing with Fire: The 1968 Election and the Transformation of American Politics
Henry Holt and Co.; 1 edition,09/13/16,Bill O'Reilly,Killing the Rising Sun: How America Vanquished World War II Japan (Bill O'Reilly's Killing Series)
G.P. Putnam's Sons; Reprint edition,01/05/16,Mike Ritland,Team Dog: How to Train Your Dog--the Navy SEAL Way
Dutton Caliber; Reprint edition,09/02/08,Gregory A. Freeman,The Forgotten 500: The Untold Story of the Men Who Risked All for the Greatest Rescue Mission of World War II
Penguin Books; Translation edition,03/06/18,Witold Szablowski,Dancing Bears: True Stories of People Nostalgic for Life Under Tyranny
Kaplan Publishing,02/06/18,Kaplan Test Prep,AP World History Prep Plus 2018-2019: 3 Practice Tests + Study Plans + Targeted Review & Practice + Online (Kaplan Test Prep)
Grand Central Publishing,09/26/17,Meryl Gordon,Bunny Mellon: The Life of an American Style Legend
IVP Books; 1 edition,12/04/12,E. Randolph Richards,Misreading Scripture with Western Eyes: Removing Cultural Blinders to Better Understand the Bible
Algonquin Books; First Ed First Printing edition,11/07/17,Dan Rather,What Unites Us: Reflections on Patriotism
Penguin Books; Reprint edition,07/30/69,Lucius Annaeus Seneca,Letters from a Stoic (Penguin Classics)
CreateSpace Independent Publishing Platform; Annotated edition,08/28/08,Ken Johnson,Ancient Book Of Jasher: Referenced In Joshua 10:13; 2 Samuel 1:18; And 2 Timothy 3:8
Dial Books; First Edition/First Printing edition,01/05/16,Brad Meltzer,"I am Martin Luther King, Jr. (Ordinary People Change the World)"
Thomas Nelson,10/06/02,Ben Young,Devotions For Dating Couples: Building A Foundation For Spiritual Intimacy
St. Martin's Press; 1st Edition edition,10/13/15,Brandon Stanton,Humans of New York : Stories
Dey Street Books,05/23/17,Lizzy Goodman,Meet Me in the Bathroom: Rebirth and Rock and Roll in New York City 2001-2011
Penguin Workshop,09/08/05,Roberta Edwards,Who Was Leonardo da Vinci?
National Geographic,03/06/18,Jim Dutcher,The Wisdom of Wolves: Lessons From the Sawtooth Pack
Random House,11/07/17,Reza Aslan,God: A Human History
Sentinel; Reprint edition,10/24/17,Brian Kilmeade,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History
Houghton Mifflin Harcourt,05/30/17,Graham Allison,Destined for War: Can America and China Escape Thucydides’s Trap?
Thomas Nelson; Repeat edition,08/29/11,Eric Metaxas,"Bonhoeffer: Pastor, Martyr, Prophet, Spy"
IVP Books,09/19/17,Daniel Hill,White Awake: An Honest Look at What It Means to Be White
Harper Perennial; Media Tie In edition,11/07/17,Anthony McCarten,Darkest Hour: How Churchill Brought England Back from the Brink
Penguin Books,01/28/03,Mark Kurlansky,Salt: A World History
Ballantine Books; Reprint edition,05/23/17,Elizabeth Letts,The Perfect Horse: The Daring U.S. Mission to Rescue the Priceless Stallions Kidnapped by the Nazis
Simon &amp; Schuster; Reissue edition,,William L. Shirer,The Rise and Fall of the Third Reich: A History of Nazi Germany
"DK Eyewitness Travel; Reprint, Revised edition",02/21/17,DK Travel,DK Eyewitness Travel Guide: New Orleans
Penguin Books; Reprint edition,04/04/17,Nancy Isenberg,White Trash: The 400-Year Untold History of Class in America
Viking,02/20/18,David Cannadine,"Victorious Century: The United Kingdom, 1800-1906 (The Penguin History of Britain)"
Ballantine Books,01/30/18,Catherine Kerrison,"Jefferson's Daughters: Three Sisters, White and Black, in a Young America"
Vintage; First Thus edition,07/12/75,Robert A. Caro,The Power Broker: Robert Moses and the Fall of New York
Times Books; Reprint edition,02/06/07,Stephen Kinzer,Overthrow: America's Century of Regime Change from Hawaii to Iraq
Crown; First Edition edition,10/17/17,Nate Blakeslee,American Wolf: A True Story of Survival and Obsession in the West
W. W. Norton &amp; Company; Reprint edition,,Diane Ackerman,The Zookeeper's Wife: A War Story
"Little, Brown and Company; Box edition",11/20/12,William Manchester,"The Last Lion Box Set: Winston Spencer Churchill, 1874 - 1965"
Touchstone; Reprint edition,03/11/14,Denise Kiernan,The Girls of Atomic City: The Untold Story of the Women Who Helped Win World War II
"DK Eyewitness Travel; Reprint, Revised edition",05/17/16,DK Travel,DK Eyewitness Travel Guide: Scotland
Racehorse Publishing,12/12/17,Neil Sheehan,The Pentagon Papers: The Secret History of the Vietnam War
"Chronicle Books; Revised, Anniversary edition",01/20/15,James Wasserman,The Egyptian Book of the Dead: The Book of Going Forth by Day: The Complete Papyrus of Ani Featuring Integrated Text and Full-Color Images
"Hay House, Inc.",02/06/18,Betty Reid-Soskin,Sign My Name to Freedom: A Memoir of a Pioneering Life
Simon &amp; Schuster; Book Club Edition edition,05/05/15,David McCullough,The Wright Brothers
Harper,02/13/18,Ben Austen,High-Risers: Cabrini-Green and the Fate of American Public Housing
Anchor; Reprint edition,,Harriet A. Washington,Medical Apartheid: The Dark History of Medical Experimentation on Black Americans from Colonial Times to the Present
Doubleday,03/13/18,Brian Castner,Disappointment River: Finding and Losing the Northwest Passage
Harper Perennial; Later Printing edition,05/08/98,H. R. McMaster,"Dereliction of Duty: Johnson, McNamara, the Joint Chiefs of Staff, and the Lies That Led to Vietnam"
Hachette Books; Reprint edition,03/06/18,Bruce Cannon Gibney,A Generation of Sociopaths: How the Baby Boomers Betrayed America
University of Chicago Press; First edition edition,,Milton Friedman,Capitalism and Freedom: Fortieth Anniversary Edition
PublicAffairs; 1st Edition edition,10/24/17,Mike Duncan,The Storm Before the Storm: The Beginning of the End of the Roman Republic
Destination Press; 2 edition,01/01/15,James Kaiser,Costa Rica: The Complete Guide: Ecotourism in Costa Rica (Color Travel Guide)
St. Martin's Griffin; Reprint edition,02/27/18,Tom Clavin,"Dodge City: Wyatt Earp, Bat Masterson, and the Wickedest Town in the American West"
Warrior Science Publications; 3rd edition,,Dave Grossman,"On Combat, The Psychology and Physiology of Deadly Conflict in War and in Peace"
CreateSpace Independent Publishing Platform; 6/27/13 edition,,Roman Bystrianyk,"Dissolving Illusions: Disease, Vaccines, and The Forgotten History"
Penguin Workshop; Original edition,12/23/10,Yona Zeldis McDonough,Who Was Rosa Parks?
Simon &amp; Schuster; First Thus edition,06/01/01,Stephen E. Ambrose,"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest"
Picador; 1st edition,05/15/07,Dee Brown,Bury My Heart at Wounded Knee: An Indian History of the American West
Princeton Review; Csm edition,08/01/17,Princeton Review,"Cracking the AP World History Exam, 2018 Edition: Proven Techniques to Help You Score a 5 (College Test Preparation)"
Pantheon,08/12/86,Art Spiegelman,Maus. I : A Survivor's Tale : My Father Bleeds History
WND Books,03/06/18,Lisette Bassett-brody,Etched in Stone: Archeological Discoveries That Prove the Bible
Anchor,06/08/04,Jon Krakauer,Under the Banner of Heaven: A Story of Violent Faith
Doubleday,10/10/17,Anne Applebaum,Red Famine: Stalin's War on Ukraine
Dutton; Reprint edition,04/24/12,Mark Adams,Turn Right at Machu Picchu: Rediscovering the Lost City One Step at a Time
ThreeL Media,06/20/17,Kristen J. Sollee,"Witches, Sluts, Feminists: Conjuring the Sex Positive"
