_id,ltable_ID,rtable_ID,ltable_Title,ltable_Author,ltable_Publisher,ltable_Time,rtable_Title,rtable_Author,rtable_Publisher,rtable_Time
11443,1792,877,"Simply Keto: A Practical Approach to Health & Weight Loss, with 100+ Easy Low-Carb Recipes",Suzanne Ryan,Victory Belt Publishing; 1 edition,12/12/2017,"Simply Keto: A Practical Approach to Health & Weight Loss, with 100+ Easy Low-Carb Recipes",Suzanne Ryan,Victory Belt Publishing,12/12/2017
11532,981,1543,Stamped from the Beginning: The Definitive History of Racist Ideas in America (National Book Award Winner),Ibram X. Kendi,Nation Books; Reprint edition,8/15/2017,Stamped from the Beginning: The Definitive History of Racist Ideas in America,Ibram X. Kendi,PublicAffairs,8/15/2017
11574,1783,1276,"Wonder Women: 25 Innovators, Inventors, and Trailblazers Who Changed History",Sam Maggs,Quirk Books,10/4/2016,"Wonder Women: 25 Innovators, Inventors, and Trailblazers Who Changed History",Sam Maggs,Quirk Publishing,10/4/2016
11618,1741,1814,Uncommon Grounds: The History of Coffee and How It Transformed Our World,Mark Pendergrast,Basic Books; Revised edition,9/28/2010,Uncommon Grounds: The History of Coffee and How It Transformed Our World,Mark Pendergrast,Basic Books,9/28/2010
11627,416,615,World of Warcraft: The Official Cookbook,Chelsea Monroe-Cassel,Insight Editions,10/18/2016,World of Warcraft: The Official Cookbook,Chelsea Monroe-Cassel,Insight Editions,10/18/2016
11636,1114,1559,George Washington's Secret Six: The Spy Ring That Saved the American Revolution,Brian Kilmeade,Sentinel; Reprint edition,10/18/2016,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,Brian Kilmeade,Penguin Publishing Group,10/18/2016
11683,749,3302,The Orphan Master's Son: A Novel (Pulitzer Prize for Fiction),Adam Johnson,Random House Trade Paperbacks; 1 edition,8/7/2012,The Orphan Master's Son,Adam Johnson,Random House Publishing Group,8/7/2012
11702,384,3271,The Bluest Eye (Vintage International),Toni Morrison,Vintage; Reprint edition,5/8/2007,The Bluest Eye,Toni Morrison,Knopf Doubleday Publishing Group,5/8/2007
11711,1165,1636,Salt: A World History,Mark Kurlansky,Penguin Books,1/28/2003,Salt: A World History,Mark Kurlansky,Penguin Publishing Group,1/28/2003
11751,899,3297,And the Mountains Echoed,Khaled Hosseini,Riverhead Books; Reprint edition,6/3/2014,And the Mountains Echoed,Khaled Hosseini,Penguin Publishing Group,6/3/2014
11859,611,3275,The Circle,Dave Eggers,Vintage Books; 1st edition,4/22/2014,The Circle,Dave Eggers,Knopf Doubleday Publishing Group,4/22/2014
11869,422,1548,11/22/63: A Novel,Stephen King,Gallery Books; Paperback Edition edition,7/24/2012,11/22/1963,Stephen King,Gallery Books,7/24/2012
11922,487,3212,The Ninth Hour: A Novel,Alice McDermott,"Farrar, Straus and Giroux; 1st edition",9/19/2017,The Ninth Hour,Alice McDermott,"Farrar, Straus and Giroux",9/19/2017
12189,429,335,"What to Expect When Your Wife Is Expanding: A Reassuring Month-by-Month Guide for the Father-to-Be, Whether He Wants Advice or Not(3rd Edition)",Thomas Hill,Andrews McMeel Publishing; 3 edition,5/1/2012,Dictionary of Banking Terms,Thomas P. Fitch,"Barron's Educational Series, Incorporated",5/1/2012
12268,2104,942,Eat Dirt: Why Leaky Gut May Be the Root Cause of Your Health Problems and 5 Surprising Steps to Cure It,Dr. Josh Axe,Harper Wave; Reprint edition,12/26/2017,Eat Dirt: Why Leaky Gut May Be the Root Cause of Your Health Problems and 5 Surprising Steps to Cure It,Josh Axe,HarperCollins Publishers,12/26/2017
12319,2910,1095,"Storey's Guide to Raising Chickens, 4th Edition: Breed Selection, Facilities, Feeding, Health Care, Managing Layers & Meat Birds",Gail Damerow,"Storey Publishing, LLC; 4 edition",12/26/2017,"Storey's Guide to Raising Chickens, 4th Edition: Breed Selection, Facilities, Feeding, Health Care, Managing Layers & Meat Birds",Gail Damerow,Storey Books,12/26/2017
12335,1619,1823,"Operation Thunderbolt: Flight 139 and the Raid on Entebbe Airport, the Most Audacious Hostage Rescue Mission in History",Saul David,Back Bay Books; Reprint edition,3/14/2017,Civil War Battlefields: Walking the Trails of History,David T. Gilbert,Rizzoli,3/14/2017
12336,2403,494,Radical Candor: Be a Kick-Ass Boss Without Losing Your Humanity,Kim Scott,St. Martin's Press; 1 edition,3/14/2017,Get Clients Online - The Blueprint to Quickly Reach Your Ideal Clients and Boost Sales Online (Build Your Business & Reach Clients Online),kim thompson,kim thompson,3/14/2017
12361,2377,2782,Also sprach Zarathustra (German Edition),Friedrich Nietzsche,Independently published,3/3/2018,Also sprach Zarathustra (German Edition),Friedrich Nietzsche,ndependently published,3/3/2018
12367,468,691,I Hate Myselfie: A Collection of Essays by Shane Dawson,Shane Dawson,Atria/Keywords Press,3/10/2015,I Hate Myselfie: A Collection of Essays by Shane Dawson,Shane Dawson,Atria/Keywords Press,3/10/2015
12374,474,2155,All We Ever Wanted: A Novel,Emily Giffin,Ballantine Books,6/26/2018,All We Ever Wanted: A Novel,Emily Giffin,Random House Publishing Group,6/26/2018
12393,489,683,Saga Book One,Brian K Vaughan,Image Comics; Deluxe Edition edition,11/25/2014,Saga Book One,Brian K Vaughan,Image Comics; Deluxe Edition edition,11/25/2014
12434,780,1603,Seveneves,Neal Stephenson,William Morrow Paperbacks; Reprint edition,5/17/2016,Seveneves,Neal Stephenson,HarperCollins Publishers,5/17/2016
12458,823,2001,"The World of All Souls: The Complete Guide to A Discovery of Witches, Shadow of Night, and The Book of Life (All Souls Trilogy)",Deborah Harkness,Viking,5/8/2018,"The World of All Souls: The Complete Guide to A Discovery of Witches, Shadow of Night, and The Book of Life",Deborah Harkness,Penguin Publishing Group,5/8/2018
12466,505,3279,Lonesome Dove: A Novel,Larry McMurtry,"Simon &amp; Schuster; Anniversary, Updated edition",6/15/2010,Lonesome Dove,Larry McMurtry,Simon & Schuster,6/15/2010
12490,1633,3732,"Rebel Yell: The Violence, Passion, and Redemption of Stonewall Jackson",S. C. Gwynne,Scribner; Reprint edition,10/6/2015,The Best American Short Stories 2015,T. C. Boyle,Houghton Mifflin Harcourt,10/6/2015
12500,2510,20,"The Go-Giver, Expanded Edition: A Little Story About a Powerful Business Idea",Bob Burg,"Portfolio; Reissue, Expanded edition",10/6/2015,"The Go-Giver, Expanded Edition: A Little Story About a Powerful Business Idea",Bob Burg,Penguin Publishing Group,10/6/2015
12547,832,1680,The Lathe Of Heaven: A Novel,Ursula  K. Le Guin,Scribner; Reprint edition,4/15/2008,The Lathe of Heaven,Ursula K. Le Guin,Scribner,4/15/2008
12573,555,741,The Wind-Up Bird Chronicle: A Novel,Haruki Murakami,Vintage; 1st Vintage International Ed edition,9/1/1998,The Wind-Up Bird Chronicle: A Novel,Haruki Murakami,Vintage; 1st Vintage International Ed edition,9/1/1998
12593,613,3318,This Is How You Lose Her,Junot DÃ­az,Riverhead Books; Reprint edition,9/3/2013,This Is How You Lose Her,Junot Díaz,Penguin Publishing Group,9/3/2013
12599,573,3359,A Lesson Before Dying (Oprah's Book Club),Ernest J. Gaines,Vintage; 1 edition,9/28/1997,A Lesson before Dying,Ernest J. Gaines,Knopf Doubleday Publishing Group,9/28/1997
12616,1886,871,"The Complete Book of Essential Oils and Aromatherapy, Revised and Expanded: Over 800 Natural, Nontoxic, and Fragrant Recipes to Create Health, Beauty, and Safe Home and Work Environments",Valerie Ann Worwood,"New World Library; Anniversary, Revised, Expanded edition",11/15/2016,"The Complete Book of Essential Oils and Aromatherapy: Over 800 Natural, Nontoxic, and Fragrant Recipes to Create Health, Beauty, and Safe Home and Work Environments",Valerie Ann Worwood,New World Library,11/15/2016
12671,604,3243,My Absolute Darling: A Novel,Gabriel Tallent,Riverhead Books; 1st Edition edition,8/29/2017,My Absolute Darling,Gabriel Tallent,Penguin Publishing Group,8/29/2017
12675,1409,38,The Rise and Fall of American Growth: The U.S. Standard of Living since the Civil War (The Princeton Economic History of the Western World),Robert J. Gordon,Princeton University Press; Reprint edition,8/29/2017,El negocio del siglo 21 / The Business of the 21st Century,Robert T. Kiyosaki,PRH Grupo Editorial,8/29/2017
12680,1409,1715,The Rise and Fall of American Growth: The U.S. Standard of Living since the Civil War (The Princeton Economic History of the Western World),Robert J. Gordon,Princeton University Press; Reprint edition,8/29/2017,The Rise and Fall of American Growth: The U.S. Standard of Living since the Civil War,Robert J. Gordon,Princeton University Press,8/29/2017
12762,585,758,Leviathan Wakes,James S. A. Corey,Orbit; First Edition edition,6/15/2011,Leviathan Wakes,James S. A. Corey,Orbit; First Edition edition,6/15/2011
12764,586,3308,Giovanni's Room,James Baldwin,Vintage Books; 1 edition,9/12/2013,Giovanni's Room,James Baldwin,Knopf Doubleday Publishing Group,9/12/2013
12765,586,3428,Giovanni's Room,James Baldwin,Vintage Books; 1 edition,9/12/2013,Go Tell It on the Mountain,James Baldwin,Knopf Doubleday Publishing Group,9/12/2013
12766,881,3308,Go Tell It on the Mountain (Vintage International),James Baldwin,Vintage; Reprint edition,9/12/2013,Giovanni's Room,James Baldwin,Knopf Doubleday Publishing Group,9/12/2013
12767,881,3428,Go Tell It on the Mountain (Vintage International),James Baldwin,Vintage; Reprint edition,9/12/2013,Go Tell It on the Mountain,James Baldwin,Knopf Doubleday Publishing Group,9/12/2013
12768,589,1572,The Man in the High Castle,Philip K. Dick,Mariner Books; Reissue edition,1/24/2012,The Man in the High Castle,Philip K. Dick,Houghton Mifflin Harcourt,1/24/2012
12770,594,3371,Ceremony: (Penguin Classics Deluxe Edition),Leslie Marmon Silko,Penguin Books; Anniversary edition,12/26/2006,Ceremony: (Penguin Classics Deluxe Edition),Leslie Marmon Silko,Penguin Publishing Group,12/26/2006
12819,1063,1541,The Silk Roads: A New History of the World,Peter Frankopan,Vintage; Reprint edition,3/7/2017,The Silk Roads: A New History of the World,Peter Frankopan,Knopf Doubleday Publishing Group,3/7/2017
12867,1232,3819,The Big Short: Inside the Doomsday Machine,Michael Lewis,W. W. Norton &amp; Company; Reprint edition,2/1/2011,The Big Short: Inside the Doomsday Machine,Michael Lewis,W. W. Norton &amp; Company; Reprint edition,2/1/2011
12875,2911,3819,The Big Short: Inside the Doomsday Machine,Michael Lewis,W. W. Norton &amp; Company; Reprint edition,2/1/2011,The Big Short: Inside the Doomsday Machine,Michael Lewis,W. W. Norton &amp; Company; Reprint edition,2/1/2011
12878,608,3315,No Country for Old Men,Cormac McCarthy,Vintage,7/11/2006,No Country for Old Men,Cormac McCarthy,Knopf Doubleday Publishing Group,7/11/2006
12886,1293,1685,1177 B.C.: The Year Civilization Collapsed (Turning Points in Ancient History),Eric H. Cline,Princeton University Press; Revised edition,9/22/2015,1177 B.C.: The Year Civilization Collapsed,Eric H. Cline,Princeton University Press,9/22/2015
12902,628,1586,1Q84 (Vintage International),Haruki Murakami,Vintage; Reprint edition,1/22/2013,1Q84,Haruki Murakami,Knopf Doubleday Publishing Group,1/22/2013
12905,630,3339,Native Son (Perennial Classics),Richard Wright,Harper Perennial Modern Classics; 1 edition,8/2/2005,Native Son,Richard Wright,HarperCollins Publishers,8/2/2005
13034,637,3361,Memory Man (Memory Man series),David Baldacci,Vision; Reissue edition,2/23/2016,INFINITE JEST - 20th Anniversary Edition (Special Edition),David Foster Wallace,"Little, Brown and Company",2/23/2016
13046,642,3186,The Song of Achilles: A Novel,Madeline Miller,Ecco; 7/29/12 edition,8/28/2012,The Song of Achilles,Madeline Miller,HarperCollins Publishers,8/28/2012
13047,2686,168,The Personal MBA: Master the Art of Business,Josh Kaufman,Portfolio; Reprint edition,8/28/2012,The Personal MBA: Master the Art of Business,Josh Kaufman,Penguin Publishing Group,8/28/2012
13095,683,3310,The Namesake: A Novel,Jhumpa Lahiri,Mariner Books; Reprint edition,9/1/2004,The Namesake,Jhumpa Lahiri,Houghton Mifflin Harcourt,9/1/2004
13152,699,3335,Middlesex: A Novel (Oprah's Book Club),Jeffrey Eugenides,Picador; 1st edition,6/5/2007,Middlesex,Jeffrey Eugenides,Picador,6/5/2007
13315,763,3258,Our Souls at Night (Vintage Contemporaries),Kent Haruf,Vintage; Reprint edition,6/28/2016,Our Souls at Night,Kent Haruf,Knopf Doubleday Publishing Group,6/28/2016
13366,750,3352,The Complete Short Stories of Ernest Hemingway: The Finca Vigia Edition,Ernest Hemingway,Scribner; Finca Vig Ia Ed edition,8/3/1998,The Complete Short Stories of Ernest Hemingway,Ernest Hemingway,Scribner,8/3/1998
13435,2225,1654,The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan,Penguin,8/28/2007,The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan,Penguin Publishing Group,8/28/2007
13436,827,1329,The People's House,David Pepper,St. Helena Press,8/15/2016,Barron's AP European History Flash Cards,David Phillips,"Barron's Educational Series, Incorporated",8/15/2016
13449,1475,2311,All the Single Ladies: Unmarried Women and the Rise of an Independent Nation,Rebecca Traister,Simon &amp; Schuster; Reprint edition,10/11/2016,All the Single Ladies: Unmarried Women and the Rise of an Independent Nation,Rebecca Traister,Simon & Schuster,10/11/2016
13464,1093,2312,"The Last Lion: Winston Spencer Churchill: Defender of the Realm, 1940-1965",William Manchester,Bantam; Reprint edition,11/5/2013,The Princess Bride: An Illustrated Edition of S. Morgenstern's Classic Tale of True Love and High Adventure,William Goldman,Houghton Mifflin Harcourt,11/5/2013
13467,1579,1699,Inverting The Pyramid: The History of Soccer Tactics,Jonathan Wilson,Nation Books; First Trade Paper Edition edition,11/5/2013,Inverting The Pyramid: The History of Soccer Tactics,Jonathan Wilson,PublicAffairs,11/5/2013
13495,861,1567,The Art of Memoir,Mary Karr,Harper Perennial; Reprint edition,9/6/2016,SPQR: A History of Ancient Rome,Mary Beard,Liveright Publishing Corporation,9/6/2016
13507,1003,1546,Bad Girls Throughout History: 100 Remarkable Women Who Changed the World,Ann Shen,Chronicle Books,9/6/2016,Bad Girls Throughout History: 100 Remarkable Women Who Changed the World,Ann Shen,Chronicle Books LLC,9/6/2016
13521,1075,1567,SPQR: A History of Ancient Rome,Mary Beard,Liveright; 1 edition,9/6/2016,SPQR: A History of Ancient Rome,Mary Beard,Liveright Publishing Corporation,9/6/2016
13606,2716,123,Let My People Go Surfing: The Education of a Reluctant Businessman--Including 10 More Years of Business Unusual,Yvon Chouinard,Penguin Books; Updated edition,9/6/2016,Let My People Go Surfing: The Education of a Reluctant Businessman--Including 10 More Years of Business Unusual,Yvon Chouinard,Penguin Publishing Group,9/6/2016
13620,863,1894,Ghost Fleet: A Novel of the Next World War,P. W. Singer,Eamon Dolan/Mariner Books; Reprint edition,5/24/2016,Ghost Fleet: A Novel of the Next World War,P. W. Singer,Houghton Mifflin Harcourt,5/24/2016
13650,2723,111,"Blockchain Revolution: How the Technology Behind Bitcoin Is Changing Money, Business, and the World",Don Tapscott,Portfolio,5/10/2016,"Blockchain Revolution: How the Technology Behind Bitcoin Is Changing Money, Business, and the World",Don Tapscott,Penguin Publishing Group,5/10/2016
13696,2892,2274,Creative Confidence: Unleashing the Creative Potential Within Us All,Tom Kelley,Crown Business; 1 edition,10/15/2013,Creative Confidence: Unleashing the Creative Potential Within Us All,Tom Kelley,The Crown Publishing Group,10/15/2013
13746,1919,864,Trim Healthy Mama Cookbook: Eat Up and Slim Down with More Than 350 Healthy Recipes,Pearl Barrett,Harmony; 1st edition,9/15/2015,Trim Healthy Mama Plan: The Easy-Does-It Approach to Vibrant Health and a Slim Waistline,Pearl Barrett,Potter/TenSpeed/Harmony,9/15/2015
13750,1935,864,Trim Healthy Mama Plan: The Easy-Does-It Approach to Vibrant Health and a Slim Waistline,Pearl Barrett,Harmony; 1 edition,9/15/2015,Trim Healthy Mama Plan: The Easy-Does-It Approach to Vibrant Health and a Slim Waistline,Pearl Barrett,Potter/TenSpeed/Harmony,9/15/2015
13774,2861,102,"Losing My Virginity: How I Survived, Had Fun, and Made a Fortune Doing Business My Way",Richard Branson,Currency; Updated edition,6/7/2011,"Losing My Virginity: How I Survived, Had Fun, and Made a Fortune Doing Business My Way",Richard Branson,The Crown Publishing Group,6/7/2011
13784,922,2276,The Secret Teachings of All Ages (Reader's Edition),Manly P. Hall,TarcherPerigee; Reprint edition,10/27/2003,The Secret Teachings of All Ages,Manly P. Hall,Penguin Publishing Group,10/27/2003
13786,928,3228,The Snow Child: A Novel,Eowyn Ivey,Reagan Arthur / Back Bay Books; First Paperback Edition edition,11/6/2012,The Snow Child,Eowyn Ivey,"Little, Brown and Company",11/6/2012
13796,2214,895,Forks Over Knives: The Plant-Based Way to Health,Gene Stone,The Experiment; 1 edition,6/28/2011,Forks Over Knives: The Plant-Based Way to Health,Gene Stone,"Experiment, The",6/28/2011
13801,2728,157,New Sales. Simplified.: The Essential Handbook for Prospecting and New Business Development,Mike Weinberg,AMACOM; 51482nd edition,9/4/2012,New Sales. Simplified.: The Essential Handbook for Prospecting and New Business Development,MIKE WEINBERG,AMACOM,9/4/2012
13814,948,1605,World War Z: An Oral History of the Zombie War,Max Brooks,Three Rivers Press; 1st edition,10/16/2007,World War Z: An Oral History of the Zombie War,Max Brooks,Crown/Archetype,10/16/2007
13815,1050,1562,Lies My Teacher Told Me: Everything Your American History Textbook Got Wrong,James W. Loewen,Touchstone; Revised edition,10/16/2007,Lies My Teacher Told Me: Everything Your American History Textbook Got Wrong,James W. Loewen,Touchstone,10/16/2007
13823,2837,139,The Culture Map: Breaking Through the Invisible Boundaries of Global Business,Erin Meyer,PublicAffairs; 1 edition,5/27/2014,The Culture Map: Breaking Through the Invisible Boundaries of Global Business,Erin Meyer,PublicAffairs,5/27/2014
13826,3069,2212,The Carpenter: A Story About the Greatest Success Strategies of All,Jon Gordon,Wiley; 1 edition,5/27/2014,The Carpenter: A Story About the Greatest Success Strategies of All,Jon Gordon,Wiley,5/27/2014
13828,1376,1549,The Crusades: The Authoritative History of the War for the Holy Land,Thomas Asbridge,Ecco; Reprint edition,3/8/2011,The Crusades: The Authoritative History of the War for the Holy Land,Thomas Asbridge,HarperCollins Publishers,3/8/2011
13833,987,1561,"Ghost Wars: The Secret History of the CIA, Afghanistan, and Bin Laden, from the Soviet Invasion to September 10, 2001",Steve Coll,Penguin Books; Reprint edition,12/28/2004,"Ghost Wars: The Secret History of the CIA, Afghanistan, and bin Laden, from the Soviet Invasion to September 10, 2001",Steve Coll,Penguin Publishing Group,12/28/2004
13853,1330,1631,"At the Dark End of the Street: Black Women, Rape, and Resistance--A New History of the Civil Rights Movement  from Rosa Parks to the Rise of Black Power",Danielle L. McGuire,Vintage; Reprint edition,10/4/2011,"At the Dark End of the Street: Black Women, Rape, and Resistance--A New History of the Civil Rights Movement from Rosa Parks to the Rise of Black Power",Danielle L. McGuire,Knopf Doubleday Publishing Group,10/4/2011
